location_name,data_date,submitted_date,Province,District,malaria_rdt_0-4,malaria_rdt_5-14,malaria_rdt_15,malaria_tot,newid
Facility 25,2019-05-24,2019-05-27,Sofala,Beira,1,2,3,6,25
Facility 55,2019-05-26,2019-05-27,Sofala,Beira,1,0,4,5,55
Facility 55,2019-05-25,2019-05-27,Sofala,Beira,16,7,14,37,55
Facility 3,2019-05-27,2019-05-27,Sofala,Dondo,0,0,0,0,3
Facility 26,2019-05-26,2019-05-27,Sofala,Beira,0,0,0,0,26
Facility 23,2019-05-22,2019-05-27,Sofala,Dondo,24,1,13,38,23
Facility 25,2019-05-23,2019-05-27,Sofala,Beira,7,1,6,14,25
Facility 48,2019-05-26,2019-05-27,Sofala,Dondo,0,0,0,0,48
Facility 48,2019-05-25,2019-05-27,Sofala,Dondo,0,0,0,0,48
Facility 48,2019-05-24,2019-05-27,Sofala,Dondo,0,0,0,0,48
Facility 27,2019-05-26,2019-05-27,Sofala,Nhamatanda,0,0,0,0,27
Facility 41,2019-05-26,2019-05-27,Sofala,Buzi,4,5,20,29,41
Facility 32,2019-05-26,2019-05-26,Sofala,Nhamatanda,0,0,0,0,32
Facility 34,2019-05-26,2019-05-26,Sofala,Dondo,0,0,0,0,34
Facility 40,2019-05-25,2019-05-26,Sofala,Buzi,0,0,0,0,40
Facility 36,2019-05-26,2019-05-26,Sofala,Dondo,0,0,0,0,36
Facility 47,2019-05-25,2019-05-26,Sofala,Buzi,6,4,9,19,47
Facility 47,2019-05-24,2019-05-26,Sofala,Buzi,56,22,8,86,47
Facility 50,2019-05-25,2019-05-26,Sofala,Nhamatanda,24,20,35,79,50
Facility 50,2019-05-24,2019-05-26,Sofala,Nhamatanda,60,18,51,129,50
Facility 50,2019-05-23,2019-05-26,Sofala,Nhamatanda,28,18,42,88,50
Facility 50,2019-05-22,2019-05-26,Sofala,Nhamatanda,42,33,49,124,50
Facility 50,2019-05-21,2019-05-26,Sofala,Nhamatanda,45,36,59,140,50
Facility 26,2019-05-25,2019-05-26,Sofala,Beira,0,0,0,0,26
Facility 3,2019-05-26,2019-05-26,Sofala,Dondo,0,0,0,0,3
Facility 21,2019-05-26,2019-05-26,Sofala,Beira,15,5,3,23,21
Facility 29,2019-05-25,2019-05-26,Sofala,Dondo,4,9,5,18,29
Facility 9,2019-05-25,2019-05-26,Sofala,Nhamatanda,13,7,13,33,9
Facility 16,2019-05-25,2019-05-26,Sofala,Buzi,21,25,12,58,16
Facility 18,2019-05-26,2019-05-26,Sofala,Beira,0,0,0,0,18
Facility 24,2019-05-25,2019-05-26,Sofala,Beira,18,12,45,75,24
Facility 15,2019-05-26,2019-05-26,Sofala,Buzi,3,5,10,18,15
Facility 36,2019-05-25,2019-05-25,Sofala,Dondo,0,0,0,0,36
Facility 9,2019-05-24,2019-05-25,Sofala,Nhamatanda,7,2,22,31,9
Facility 38,2019-05-24,2019-05-25,Sofala,Beira,16,3,18,37,38
Facility 34,2019-05-25,2019-05-25,Sofala,Dondo,0,0,0,0,34
Facility 49,2019-05-24,2019-05-25,Sofala,Dondo,36,49,31,116,49
Facility 8,2019-05-25,2019-05-25,Sofala,Beira,0,0,0,0,8
Facility 8,2019-05-24,2019-05-25,Sofala,Beira,3,2,17,22,8
Facility 16,2019-05-24,2019-05-25,Sofala,Buzi,2,1,12,15,16
Facility 24,2019-05-24,2019-05-25,Sofala,Beira,3,10,23,36,24
Facility 18,2019-05-25,2019-05-25,Sofala,Beira,0,0,0,0,18
Facility 21,2019-05-25,2019-05-25,Sofala,Beira,17,10,5,32,21
Facility 18,2019-05-24,2019-05-25,Sofala,Beira,3,0,7,10,18
Facility 29,2019-05-24,2019-05-25,Sofala,Dondo,16,14,45,75,29
Facility 15,2019-05-25,2019-05-25,Sofala,Buzi,17,3,24,44,15
Facility 12,2019-05-24,2019-05-25,Sofala,Dondo,31,30,77,138,12
Facility 13,2019-05-24,2019-05-25,Sofala,Beira,0,0,0,0,13
Facility 27,2019-05-25,2019-05-25,Sofala,Nhamatanda,0,0,0,0,27
Facility 55,2019-05-24,2019-05-25,Sofala,Beira,29,5,12,46,55
Facility 27,2019-05-23,2019-05-25,Sofala,Nhamatanda,4,6,5,15,27
Facility 26,2019-05-24,2019-05-25,Sofala,Beira,2,0,10,12,26
Facility 40,2019-05-24,2019-05-25,Sofala,Buzi,20,9,9,38,40
Facility 41,2019-05-24,2019-05-25,Sofala,Buzi,18,12,10,40,41
Facility 3,2019-05-25,2019-05-25,Sofala,Dondo,8,7,13,28,3
Facility 1,2019-05-23,2019-05-24,Sofala,Nhamatanda,0,0,0,0,1
Facility 36,2019-05-24,2019-05-24,Sofala,Dondo,9,4,8,21,36
Facility 57,2019-05-24,2019-05-24,Sofala,Buzi,6,9,23,38,57
Facility 22,2019-05-24,2019-05-24,Sofala,Beira,10,2,6,18,22
Facility 6,2019-05-22,2019-05-24,Sofala,Dondo,17,10,20,47,6
Facility 6,2019-05-21,2019-05-24,Sofala,Dondo,14,5,33,52,6
Facility 34,2019-05-24,2019-05-24,Sofala,Dondo,8,9,15,32,34
Facility 25,2019-05-22,2019-05-24,Sofala,Beira,5,1,13,19,25
Facility 25,2019-05-21,2019-05-24,Sofala,Beira,5,2,5,12,25
Facility 19,2019-05-23,2019-05-24,Sofala,Beira,5,1,19,25,19
Facility 4,2019-05-24,2019-05-24,Sofala,Beira,6,1,8,15,4
Facility 47,2019-05-23,2019-05-24,Sofala,Buzi,30,17,17,64,47
Facility 63,2019-05-23,2019-05-24,Sofala,Buzi,5,6,7,18,63
Facility 63,2019-05-21,2019-05-24,Sofala,Buzi,5,7,10,22,63
Facility 63,2019-05-22,2019-05-24,Sofala,Buzi,6,5,5,16,63
Facility 63,2019-05-19,2019-05-24,Sofala,Buzi,0,0,0,0,63
Facility 63,2019-05-18,2019-05-24,Sofala,Buzi,4,4,1,9,63
Facility 63,2019-05-15,2019-05-24,Sofala,Buzi,4,2,9,15,63
Facility 63,2019-05-17,2019-05-24,Sofala,Buzi,5,6,13,24,63
Facility 63,2019-05-13,2019-05-24,Sofala,Buzi,8,16,8,32,63
Facility 63,2019-05-14,2019-05-24,Sofala,Buzi,8,7,8,23,63
Facility 63,2019-05-16,2019-05-24,Sofala,Buzi,9,11,18,38,63
Facility 63,2019-05-20,2019-05-24,Sofala,Buzi,14,10,12,36,63
Facility 30,2019-05-24,2019-05-24,Sofala,Beira,7,17,54,78,30
Facility 10,2019-05-24,2019-05-24,Sofala,Beira,0,17,18,35,10
Facility 14,2019-05-24,2019-05-24,Sofala,Dondo,10,9,8,27,14
Facility 46,2019-05-23,2019-05-24,Sofala,Dondo,4,0,5,9,46
Facility 4,2019-05-23,2019-05-24,Sofala,Beira,3,4,25,32,4
Facility 54,2019-05-23,2019-05-24,Sofala,Buzi,19,8,26,53,54
Facility 51,2019-05-23,2019-05-24,Sofala,Nhamatanda,16,12,21,49,51
Facility 37,2019-05-23,2019-05-24,Sofala,Beira,58,34,81,173,37
Facility 45,2019-05-23,2019-05-24,Sofala,Buzi,51,47,59,157,45
Facility 8,2019-05-23,2019-05-24,Sofala,Beira,5,3,17,25,8
Facility 8,2019-05-22,2019-05-24,Sofala,Beira,5,0,17,22,8
Facility 8,2019-05-21,2019-05-24,Sofala,Beira,0,0,0,0,8
Facility 8,2019-05-20,2019-05-24,Sofala,Beira,9,0,4,13,8
Facility 8,2019-05-19,2019-05-24,Sofala,Beira,0,0,0,0,8
Facility 8,2019-05-18,2019-05-24,Sofala,Beira,0,0,0,0,8
Facility 16,2019-05-23,2019-05-24,Sofala,Buzi,9,19,12,40,16
Facility 8,2019-05-17,2019-05-24,Sofala,Beira,5,2,11,18,8
Facility 8,2019-05-16,2019-05-24,Sofala,Beira,2,3,9,14,8
Facility 52,2019-05-23,2019-05-24,Sofala,Beira,11,16,46,73,52
Facility 29,2019-05-23,2019-05-24,Sofala,Dondo,18,17,26,61,29
Facility 13,2019-05-23,2019-05-24,Sofala,Beira,0,0,0,0,13
Facility 49,2019-05-23,2019-05-24,Sofala,Dondo,48,40,41,129,49
Facility 33,2019-05-23,2019-05-24,Sofala,Buzi,4,8,13,25,33
Facility 33,2019-05-22,2019-05-24,Sofala,Buzi,3,2,10,15,33
Facility 21,2019-05-24,2019-05-24,Sofala,Beira,24,11,3,38,21
Facility 9,2019-05-23,2019-05-24,Sofala,Nhamatanda,34,16,31,81,9
Facility 2,2019-05-23,2019-05-24,Sofala,Beira,20,20,40,80,2
Facility 2,2019-05-22,2019-05-24,Sofala,Beira,20,20,34,74,2
Facility 2,2019-05-21,2019-05-24,Sofala,Beira,15,36,31,82,2
Facility 12,2019-05-23,2019-05-24,Sofala,Dondo,69,31,59,159,12
Facility 53,2019-05-23,2019-05-24,Sofala,Beira,7,3,7,17,53
Facility 15,2019-05-24,2019-05-24,Sofala,Buzi,13,21,21,55,15
Facility 55,2019-05-23,2019-05-24,Sofala,Beira,23,6,35,64,55
Facility 3,2019-05-24,2019-05-24,Sofala,Dondo,8,1,13,22,3
Facility 24,2019-05-23,2019-05-24,Sofala,Beira,24,15,58,97,24
Facility 57,2019-05-23,2019-05-24,Sofala,Buzi,13,5,26,44,57
Facility 42,2019-05-23,2019-05-24,Sofala,Dondo,22,10,16,48,42
Facility 18,2019-05-23,2019-05-24,Sofala,Beira,4,0,5,9,18
Facility 41,2019-05-23,2019-05-24,Sofala,Buzi,19,9,41,69,41
Facility 48,2019-05-23,2019-05-24,Sofala,Dondo,5,6,17,28,48
Facility 40,2019-05-23,2019-05-24,Sofala,Buzi,15,2,1,18,40
Facility 26,2019-05-23,2019-05-24,Sofala,Beira,5,3,6,14,26
Facility 61,2019-05-22,2019-05-23,Sofala,Buzi,9,1,5,15,61
Facility 22,2019-05-23,2019-05-23,Sofala,Beira,10,3,3,16,22
Facility 36,2019-05-23,2019-05-23,Sofala,Dondo,0,0,0,0,36
Facility 36,2019-05-22,2019-05-23,Sofala,Dondo,0,0,0,0,36
Facility 36,2019-05-21,2019-05-23,Sofala,Dondo,10,6,11,27,36
Facility 36,2019-05-20,2019-05-23,Sofala,Dondo,12,19,8,39,36
Facility 51,2019-05-22,2019-05-23,Sofala,Nhamatanda,8,6,19,33,51
Facility 51,2019-05-21,2019-05-23,Sofala,Nhamatanda,24,3,28,55,51
Facility 1,2019-05-22,2019-05-23,Sofala,Nhamatanda,30,10,32,72,1
Facility 34,2019-05-23,2019-05-23,Sofala,Dondo,13,6,10,29,34
Facility 35,2019-05-22,2019-05-23,Sofala,Nhamatanda,104,41,140,285,35
Facility 64,2019-05-22,2019-05-23,Sofala,Dondo,15,1,0,16,64
Facility 64,2019-05-21,2019-05-23,Sofala,Dondo,10,9,0,19,64
Facility 64,2019-05-20,2019-05-23,Sofala,Dondo,7,1,0,8,64
Facility 64,2019-05-19,2019-05-23,Sofala,Dondo,0,0,0,0,64
Facility 64,2019-05-17,2019-05-23,Sofala,Dondo,7,4,0,11,64
Facility 64,2019-05-16,2019-05-23,Sofala,Dondo,0,0,0,0,64
Facility 64,2019-05-15,2019-05-23,Sofala,Dondo,0,0,8,8,64
Facility 64,2019-05-18,2019-05-23,Sofala,Dondo,5,1,0,6,64
Facility 37,2019-05-22,2019-05-23,Sofala,Beira,77,6,33,116,37
Facility 19,2019-05-22,2019-05-23,Sofala,Beira,6,3,21,30,19
Facility 38,2019-05-23,2019-05-23,Sofala,Beira,5,12,13,30,38
Facility 52,2019-05-22,2019-05-23,Sofala,Beira,12,21,44,77,52
Facility 30,2019-05-23,2019-05-23,Sofala,Beira,8,4,24,36,30
Facility 14,2019-05-23,2019-05-23,Sofala,Dondo,9,5,8,22,14
Facility 10,2019-05-23,2019-05-23,Sofala,Beira,0,9,15,24,10
Facility 5,2019-05-22,2019-05-23,Sofala,Beira,25,18,32,75,5
Facility 5,2019-05-21,2019-05-23,Sofala,Beira,21,18,32,71,5
Facility 5,2019-05-20,2019-05-23,Sofala,Beira,31,15,19,65,5
Facility 1,2019-05-04,2019-05-15,Sofala,Nhamatanda,53,14,12,79,1
Facility 1,2019-05-03,2019-05-15,Sofala,Nhamatanda,0,2,3,5,1
Facility 21,2019-05-15,2019-05-15,Sofala,Beira,16,12,22,50,21
Facility 1,2019-05-02,2019-05-15,Sofala,Nhamatanda,0,0,0,0,1
Facility 1,2019-05-01,2019-05-15,Sofala,Nhamatanda,1,0,0,1,1
Facility 1,2019-04-30,2019-05-15,Sofala,Nhamatanda,0,0,0,0,1
Facility 29,2019-05-14,2019-05-15,Sofala,Dondo,28,26,35,89,29
Facility 26,2019-05-14,2019-05-15,Sofala,Beira,4,4,11,19,26
Facility 49,2019-05-14,2019-05-15,Sofala,Dondo,40,27,14,81,49
Facility 64,2019-05-14,2019-05-15,Sofala,Dondo,9,7,17,33,64
Facility 12,2019-05-14,2019-05-15,Sofala,Dondo,60,49,99,208,12
Facility 51,2019-05-14,2019-05-15,Sofala,Nhamatanda,31,12,29,72,51
Facility 8,2019-05-14,2019-05-15,Sofala,Beira,0,1,10,11,8
Facility 13,2019-05-14,2019-05-15,Sofala,Beira,0,0,0,0,13
Facility 24,2019-05-14,2019-05-15,Sofala,Beira,8,8,45,61,24
Facility 9,2019-05-14,2019-05-15,Sofala,Nhamatanda,53,33,48,134,9
Facility 2,2019-05-14,2019-05-15,Sofala,Beira,38,31,62,131,2
Facility 41,2019-05-13,2019-05-15,Sofala,Buzi,11,5,41,57,41
Facility 41,2019-05-14,2019-05-15,Sofala,Buzi,20,12,39,71,41
Facility 42,2019-05-14,2019-05-15,Sofala,Dondo,26,13,32,71,42
Facility 3,2019-05-15,2019-05-15,Sofala,Dondo,9,7,12,28,3
Facility 55,2019-05-14,2019-05-15,Sofala,Beira,25,5,43,73,55
Facility 42,2019-05-13,2019-05-15,Sofala,Dondo,25,23,53,101,42
Facility 23,2019-05-14,2019-05-15,Sofala,Dondo,7,15,13,35,23
Facility 60,2019-05-14,2019-05-15,Sofala,Beira,12,6,17,35,60
Facility 48,2019-05-14,2019-05-15,Sofala,Dondo,6,5,19,30,48
Facility 48,2019-05-13,2019-05-15,Sofala,Dondo,11,19,21,51,48
Facility 15,2019-05-05,2019-05-14,Sofala,Buzi,,,,,15
Facility 23,2019-05-13,2019-05-14,Sofala,Dondo,19,14,15,48,23
Facility 38,2019-05-13,2019-05-14,Sofala,Beira,8,10,15,33,38
Facility 25,2019-05-13,2019-05-14,Sofala,Beira,0,3,5,8,25
Facility 22,2019-04-30,2019-05-14,Sofala,Beira,17,2,12,31,22
Facility 22,2019-05-13,2019-05-14,Sofala,Beira,10,8,27,45,22
Facility 64,2019-05-13,2019-05-14,Sofala,Dondo,9,9,30,48,64
Facility 3,2019-05-14,2019-05-14,Sofala,Dondo,21,13,25,59,3
Facility 64,2019-05-12,2019-05-14,Sofala,Dondo,0,0,0,0,64
Facility 64,2019-05-11,2019-05-14,Sofala,Dondo,7,1,34,42,64
Facility 31,2019-05-13,2019-05-14,Sofala,Dondo,5,11,3,19,31
Facility 64,2019-05-10,2019-05-14,Sofala,Dondo,12,8,10,30,64
Facility 18,2019-05-13,2019-05-14,Sofala,Beira,4,5,12,21,18
Facility 18,2019-05-11,2019-05-14,Sofala,Beira,0,0,0,0,18
Facility 64,2019-05-09,2019-05-14,Sofala,Dondo,11,10,14,35,64
Facility 64,2019-05-07,2019-05-14,Sofala,Dondo,0,0,16,16,64
Facility 27,2019-05-13,2019-05-14,Sofala,Nhamatanda,22,16,17,55,27
Facility 26,2019-05-13,2019-05-14,Sofala,Beira,10,3,8,21,26
Facility 11,2019-05-13,2019-05-14,Sofala,Nhamatanda,96,34,35,165,11
Facility 64,2019-05-06,2019-05-14,Sofala,Dondo,12,8,0,20,64
Facility 64,2019-05-05,2019-05-14,Sofala,Dondo,15,6,36,57,64
Facility 11,2019-05-12,2019-05-14,Sofala,Nhamatanda,2,1,0,3,11
Facility 11,2019-05-12,2019-05-14,Sofala,Nhamatanda,2,1,0,3,11
Facility 64,2019-05-04,2019-05-14,Sofala,Dondo,12,0,19,31,64
Facility 64,2019-05-03,2019-05-14,Sofala,Dondo,18,5,17,40,64
Facility 64,2019-05-02,2019-05-14,Sofala,Dondo,26,1,17,44,64
Facility 64,2019-05-01,2019-05-14,Sofala,Dondo,2,0,1,3,64
Facility 34,2019-05-13,2019-05-13,Sofala,Dondo,13,12,22,47,34
Facility 39,2019-05-12,2019-05-13,Sofala,Nhamatanda,8,5,4,17,39
Facility 5,2019-05-12,2019-05-13,Sofala,Beira,0,0,0,0,5
Facility 19,2019-05-12,2019-05-13,Sofala,Beira,5,28,21,54,19
Facility 35,2019-05-12,2019-05-13,Sofala,Nhamatanda,43,34,51,128,35
Facility 32,2019-05-11,2019-05-13,Sofala,Nhamatanda,45,49,43,137,32
Facility 35,2019-05-11,2019-05-13,Sofala,Nhamatanda,126,86,119,331,35
Facility 32,2019-05-09,2019-05-13,Sofala,Nhamatanda,39,54,47,140,32
Facility 29,2019-05-12,2019-05-13,Sofala,Dondo,0,0,0,0,29
Facility 29,2019-05-11,2019-05-13,Sofala,Dondo,0,0,0,0,29
Facility 7,2019-05-12,2019-05-13,Sofala,Nhamatanda,0,0,0,0,7
Facility 7,2019-05-11,2019-05-13,Sofala,Nhamatanda,3,5,5,13,7
Facility 7,2019-05-10,2019-05-13,Sofala,Nhamatanda,31,21,31,83,7
Facility 46,2019-05-13,2019-05-13,Sofala,Dondo,8,1,15,24,46
Facility 36,2019-05-13,2019-05-13,Sofala,Dondo,14,12,18,44,36
Facility 36,2019-05-12,2019-05-13,Sofala,Dondo,0,0,0,0,36
Facility 37,2019-05-12,2019-05-13,Sofala,Beira,3,0,84,87,37
Facility 50,2019-05-12,2019-05-13,Sofala,Nhamatanda,9,3,6,18,50
Facility 50,2019-05-11,2019-05-13,Sofala,Nhamatanda,64,29,35,128,50
Facility 50,2019-05-10,2019-05-13,Sofala,Nhamatanda,99,46,42,187,50
Facility 37,2019-05-11,2019-05-13,Sofala,Beira,13,9,30,52,37
Facility 37,2019-05-11,2019-05-13,Sofala,Beira,13,9,30,52,37
Facility 37,2019-05-10,2019-05-13,Sofala,Beira,9,2,10,21,37
Facility 5,2019-05-13,2019-05-13,Sofala,Beira,20,19,13,52,5
Facility 5,2019-05-11,2019-05-13,Sofala,Beira,5,3,14,22,5
Facility 10,2019-05-13,2019-05-13,Sofala,Beira,0,19,20,39,10
Facility 10,2019-05-12,2019-05-13,Sofala,Beira,0,1,2,3,10
Facility 10,2019-05-11,2019-05-13,Sofala,Beira,0,8,4,12,10
Facility 25,2019-05-12,2019-05-13,Sofala,Beira,0,0,0,0,25
Facility 25,2019-05-11,2019-05-13,Sofala,Beira,0,0,0,0,25
Facility 25,2019-05-10,2019-05-13,Sofala,Beira,6,0,5,11,25
Facility 19,2019-05-11,2019-05-13,Sofala,Beira,6,34,27,67,19
Facility 31,2019-05-12,2019-05-13,Sofala,Dondo,0,0,0,0,31
Facility 31,2019-05-11,2019-05-13,Sofala,Dondo,0,0,0,0,31
Facility 31,2019-05-10,2019-05-13,Sofala,Dondo,18,11,9,38,31
Facility 30,2019-05-13,2019-05-13,Sofala,Beira,19,22,27,68,30
Facility 30,2019-05-12,2019-05-13,Sofala,Beira,12,24,31,67,30
Facility 4,2019-05-12,2019-05-13,Sofala,Beira,0,0,0,0,4
Facility 4,2019-05-11,2019-05-13,Sofala,Beira,14,0,9,23,4
Facility 52,2019-05-12,2019-05-13,Sofala,Beira,23,20,37,80,52
Facility 52,2019-05-11,2019-05-13,Sofala,Beira,12,10,33,55,52
Facility 52,2019-05-10,2019-05-13,Sofala,Beira,9,24,43,76,52
Facility 21,2019-05-13,2019-05-13,Sofala,Beira,24,13,5,42,21
Facility 12,2019-05-12,2019-05-13,Sofala,Dondo,60,50,89,199,12
Facility 12,2019-05-11,2019-05-12,Sofala,Dondo,35,52,30,117,12
Facility 46,2019-05-12,2019-05-13,Sofala,Dondo,0,0,0,0,46
Facility 46,2019-05-11,2019-05-13,Sofala,Dondo,0,0,0,0,46
Facility 13,2019-05-12,2019-05-13,Sofala,Beira,0,0,0,0,13
Facility 13,2019-05-11,2019-05-13,Sofala,Beira,0,0,0,0,13
Facility 51,2019-05-11,2019-05-13,Sofala,Nhamatanda,0,0,2,2,51
Facility 42,2019-05-11,2019-05-13,Sofala,Dondo,24,8,36,68,42
Facility 23,2019-05-12,2019-05-13,Sofala,Dondo,0,0,0,0,23
Facility 23,2019-05-11,2019-05-13,Sofala,Dondo,0,0,0,0,23
Facility 23,2019-05-10,2019-05-13,Sofala,Dondo,7,5,10,22,23
Facility 27,2019-05-12,2019-05-13,Sofala,Nhamatanda,0,0,0,0,27
Facility 55,2019-05-12,2019-05-13,Sofala,Beira,7,5,18,30,55
Facility 27,2019-05-11,2019-05-13,Sofala,Nhamatanda,0,0,0,0,27
Facility 55,2019-05-11,2019-05-13,Sofala,Beira,10,7,35,52,55
Facility 15,2019-05-12,2019-05-13,Sofala,Buzi,,,,,15
Facility 24,2019-05-12,2019-05-13,Sofala,Beira,35,25,60,120,24
Facility 22,2019-05-11,2019-05-13,Sofala,Beira,1,1,2,4,22
Facility 55,2019-05-10,2019-05-13,Sofala,Beira,6,0,16,22,55
Facility 26,2019-05-12,2019-05-13,Sofala,Beira,0,0,0,0,26
Facility 3,2019-05-13,2019-05-13,Sofala,Dondo,0,0,0,0,3
Facility 34,2019-05-12,2019-05-12,Sofala,Dondo,0,0,0,0,34
Facility 34,2019-05-11,2019-05-12,Sofala,Dondo,0,0,0,0,34
Facility 58,2019-05-09,2019-05-12,Sofala,Nhamatanda,0,25,25,50,58
Facility 58,2019-05-08,2019-05-12,Sofala,Nhamatanda,7,9,13,29,58
Facility 58,2019-05-07,2019-05-12,Sofala,Nhamatanda,16,13,9,38,58
Facility 14,2019-05-11,2019-05-12,Sofala,Dondo,0,0,0,0,14
Facility 14,2019-05-08,2019-05-12,Sofala,Dondo,6,10,20,36,14
Facility 14,2019-05-10,2019-05-12,Sofala,Dondo,21,12,22,55,14
Facility 14,2019-05-09,2019-05-12,Sofala,Dondo,10,9,19,38,14
Facility 32,2019-05-12,2019-05-12,Sofala,Nhamatanda,0,0,0,0,32
Facility 18,2019-05-12,2019-05-12,Sofala,Beira,0,0,0,0,18
Facility 3,2019-05-12,2019-05-12,Sofala,Dondo,0,0,0,0,3
Facility 26,2019-05-11,2019-05-12,Sofala,Beira,0,0,0,0,26
Facility 21,2019-05-12,2019-05-12,Sofala,Beira,15,8,4,27,21
Facility 39,2019-05-11,2019-05-12,Sofala,Nhamatanda,29,18,30,77,39
Facility 39,2019-05-10,2019-05-12,Sofala,Nhamatanda,17,25,29,71,39
Facility 39,2019-05-09,2019-05-12,Sofala,Nhamatanda,12,19,15,46,39
Facility 39,2019-05-08,2019-05-12,Sofala,Nhamatanda,25,17,21,63,39
Facility 11,2019-05-11,2019-05-12,Sofala,Nhamatanda,50,34,38,122,11
Facility 39,2019-05-07,2019-05-12,Sofala,Nhamatanda,34,21,27,82,39
Facility 39,2019-05-06,2019-05-12,Sofala,Nhamatanda,35,15,21,71,39
Facility 39,2019-05-05,2019-05-12,Sofala,Nhamatanda,29,32,31,92,39
Facility 39,2019-05-04,2019-05-12,Sofala,Nhamatanda,19,18,15,52,39
Facility 24,2019-05-11,2019-05-12,Sofala,Beira,11,10,20,41,24
Facility 39,2019-05-03,2019-05-12,Sofala,Nhamatanda,14,27,24,65,39
Facility 2,2019-05-11,2019-05-12,Sofala,Beira,30,20,25,75,2
Facility 65,2019-04-27,2019-05-12,Sofala,Nhamatanda,,,,,65
Facility 38,2019-05-12,2019-05-12,Sofala,Beira,0,0,0,0,38
Facility 4,2019-05-10,2019-05-11,Sofala,Beira,31,27,52,110,4
Facility 36,2019-05-11,2019-05-11,Sofala,Dondo,0,0,0,0,36
Facility 35,2019-05-10,2019-05-11,Sofala,Nhamatanda,98,48,105,251,35
Facility 2,2019-05-10,2019-05-11,Sofala,Beira,45,18,22,85,2
Facility 2,2019-05-09,2019-05-11,Sofala,Beira,49,20,30,99,2
Facility 30,2019-05-11,2019-05-11,Sofala,Beira,15,11,37,63,30
Facility 13,2019-05-10,2019-05-11,Sofala,Beira,0,0,0,0,13
Facility 24,2019-05-10,2019-05-11,Sofala,Beira,6,7,47,60,24
Facility 49,2019-05-10,2019-05-11,Sofala,Dondo,12,29,51,92,49
Facility 21,2019-05-11,2019-05-11,Sofala,Beira,24,14,13,51,21
Facility 9,2019-05-10,2019-05-11,Sofala,Nhamatanda,25,17,29,71,9
Facility 8,2019-05-10,2019-05-11,Sofala,Beira,0,0,2,2,8
Facility 26,2019-05-10,2019-05-11,Sofala,Beira,6,6,8,20,26
Facility 46,2019-05-10,2019-05-11,Sofala,Dondo,4,13,22,39,46
Facility 19,2019-05-10,2019-05-11,Sofala,Beira,12,9,24,45,19
Facility 29,2019-05-10,2019-05-11,Sofala,Dondo,26,33,23,82,29
Facility 50,2019-05-09,2019-05-11,Sofala,Nhamatanda,81,41,36,158,50
Facility 12,2019-05-10,2019-05-11,Sofala,Dondo,57,54,118,229,12
Facility 48,2019-05-10,2019-05-11,Sofala,Dondo,12,12,11,35,48
Facility 51,2019-05-10,2019-05-11,Sofala,Nhamatanda,2,2,24,28,51
Facility 3,2019-05-11,2019-05-11,Sofala,Dondo,6,5,13,24,3
Facility 18,2019-05-10,2019-05-11,Sofala,Beira,6,1,5,12,18
Facility 18,2019-05-09,2019-05-11,Sofala,Beira,1,1,3,5,18
Facility 11,2019-05-10,2019-05-11,Sofala,Nhamatanda,48,23,49,120,11
Facility 38,2019-05-11,2019-05-11,Sofala,Beira,0,0,0,0,38
Facility 42,2019-05-10,2019-05-11,Sofala,Dondo,20,7,50,77,42
Facility 42,2019-05-08,2019-05-11,Sofala,Dondo,16,8,35,59,42
Facility 30,2019-05-10,2019-05-10,Sofala,Beira,9,8,29,46,30
Facility 10,2019-05-01,2019-05-02,Sofala,Beira,0,6,3,9,10
Facility 52,2019-04-24,2019-05-06,Sofala,Beira,15,11,24,50,52
Facility 52,2019-04-27,2019-05-07,Sofala,Beira,18,5,34,57,52
Facility 38,2019-05-10,2019-05-10,Sofala,Beira,8,9,16,33,38
Facility 5,2019-05-10,2019-05-10,Sofala,Beira,14,13,27,54,5
Facility 52,2019-04-22,2019-05-06,Sofala,Beira,13,8,41,62,52
Facility 36,2019-05-10,2019-05-10,Sofala,Dondo,11,6,11,28,36
Facility 20,2019-05-23,2019-05-27,Sofala,Buzi,8,4,15,27,20
Facility 20,2019-05-22,2019-05-27,Sofala,Buzi,5,1,8,14,20
Facility 20,2019-05-26,2019-05-27,Sofala,Buzi,2,1,1,4,20
Facility 37,2019-05-26,2019-05-27,Sofala,Beira,1,3,58,62,37
Facility 37,2019-05-25,2019-05-27,Sofala,Beira,6,5,35,46,37
Facility 37,2019-05-24,2019-05-27,Sofala,Beira,2,4,20,26,37
Facility 32,2019-05-27,2019-05-27,Sofala,Nhamatanda,51,50,21,122,32
Facility 32,2019-05-25,2019-05-27,Sofala,Nhamatanda,11,10,18,39,32
Facility 14,2019-05-27,2019-05-27,Sofala,Dondo,6,3,20,29,14
Facility 32,2019-05-24,2019-05-27,Sofala,Nhamatanda,32,42,45,119,32
Facility 32,2019-05-23,2019-05-27,Sofala,Nhamatanda,30,29,43,102,32
Facility 32,2019-05-22,2019-05-27,Sofala,Nhamatanda,27,37,36,100,32
Facility 32,2019-05-21,2019-05-27,Sofala,Nhamatanda,39,23,50,112,32
Facility 50,2019-05-26,2019-05-27,Sofala,Nhamatanda,1,4,6,11,50
Facility 10,2019-05-27,2019-05-27,Sofala,Beira,0,27,18,45,10
Facility 10,2019-05-26,2019-05-27,Sofala,Beira,0,4,3,7,10
