location_name,data_date,submitted_date,Province,District,malaria_rdt_0-4,malaria_rdt_5-14,malaria_rdt_15,malaria_tot,newid
Facility 14,2019-04-12,2019-05-06,Sofala,Dondo,7,5,33,45,14
Facility 10,2019-04-07,2019-05-06,Sofala,Beira,0,1,3,4,10
Facility 10,2019-04-08,2019-05-06,Sofala,Beira,0,3,23,26,10
Facility 14,2019-05-06,2019-05-06,Sofala,Dondo,11,6,25,42,14
Facility 10,2019-04-09,2019-05-06,Sofala,Beira,0,0,5,5,10
Facility 50,2019-04-18,2019-04-19,Sofala,Nhamatanda,,,,,50
Facility 41,2019-04-18,2019-04-19,Sofala,Buzi,,,,,41
Facility 49,2019-04-18,2019-04-19,Sofala,Dondo,,,,,49
Facility 13,2019-04-18,2019-04-19,Sofala,Beira,,,,,13
Facility 15,2019-04-18,2019-04-19,Sofala,Buzi,,,,,15
Facility 38,2019-04-18,2019-04-19,Sofala,Beira,,,,,38
Facility 1,2019-04-18,2019-04-19,Sofala,Nhamatanda,,,,,1
Facility 1,2019-04-17,2019-04-19,Sofala,Nhamatanda,,,,,1
Facility 25,2019-04-18,2019-04-19,Sofala,Beira,,,,,25
Facility 18,2019-04-18,2019-04-19,Sofala,Beira,,,,,18
Facility 55,2019-04-18,2019-04-19,Sofala,Beira,,,,,55
Facility 2,2019-04-18,2019-04-19,Sofala,Beira,,,,,2
Facility 1,2019-04-16,2019-04-18,Sofala,Nhamatanda,,,,,1
Facility 1,2019-04-15,2019-04-18,Sofala,Nhamatanda,,,,,1
Facility 38,2019-04-17,2019-04-18,Sofala,Beira,,,,,38
Facility 38,2019-04-16,2019-04-18,Sofala,Beira,,,,,38
Facility 38,2019-04-15,2019-04-18,Sofala,Beira,,,,,38
Facility 38,2019-04-14,2019-04-18,Sofala,Beira,,,,,38
Facility 36,2019-04-13,2019-04-18,Sofala,Dondo,,,,,36
Facility 36,2019-04-12,2019-04-18,Sofala,Dondo,,,,,36
Facility 36,2019-04-11,2019-04-18,Sofala,Dondo,,,,,36
Facility 36,2019-04-18,2019-04-18,Sofala,Dondo,,,,,36
Facility 36,2019-04-17,2019-04-18,Sofala,Dondo,,,,,36
Facility 36,2019-04-16,2019-04-18,Sofala,Dondo,,,,,36
Facility 8,2019-04-18,2019-04-18,Sofala,Beira,,,,,8
Facility 32,2019-04-18,2019-04-18,Sofala,Nhamatanda,,,,,32
Facility 8,2019-04-12,2019-04-18,Sofala,Beira,,,,,8
Facility 8,2019-04-17,2019-04-18,Sofala,Beira,,,,,8
Facility 8,2019-04-16,2019-04-18,Sofala,Beira,,,,,8
Facility 10,2019-04-18,2019-04-18,Sofala,Beira,,,,,10
Facility 2,2019-04-17,2019-04-18,Sofala,Beira,,,,,2
Facility 2,2019-04-16,2019-04-18,Sofala,Beira,,,,,2
Facility 19,2019-04-13,2019-04-18,Sofala,Beira,,,,,19
Facility 19,2019-04-12,2019-04-18,Sofala,Beira,,,,,19
Facility 58,2019-04-17,2019-04-18,Sofala,Nhamatanda,,,,,58
Facility 29,2019-04-17,2019-04-18,Sofala,Dondo,,,,,29
Facility 43,2019-04-13,2019-04-18,Sofala,Dondo,,,,,43
Facility 21,2019-04-18,2019-04-18,Sofala,Beira,,,,,21
Facility 37,2019-04-18,2019-04-18,Sofala,Beira,,,,,37
Facility 5,2019-04-16,2019-04-18,Sofala,Beira,,,,,5
Facility 25,2019-04-17,2019-04-18,Sofala,Beira,,,,,25
Facility 25,2019-04-16,2019-04-18,Sofala,Beira,,,,,25
Facility 50,2019-04-17,2019-04-18,Sofala,Nhamatanda,,,,,50
Facility 13,2019-04-17,2019-04-18,Sofala,Beira,,,,,13
Facility 31,2019-04-17,2019-04-18,Sofala,Dondo,,,,,31
Facility 49,2019-04-17,2019-04-18,Sofala,Dondo,,,,,49
Facility 48,2019-04-17,2019-04-18,Sofala,Dondo,,,,,48
Facility 51,2019-04-17,2019-04-18,Sofala,Nhamatanda,,,,,51
Facility 23,2019-04-17,2019-04-18,Sofala,Dondo,,,,,23
Facility 41,2019-04-17,2019-04-18,Sofala,Buzi,,,,,41
Facility 53,2019-04-17,2019-04-18,Sofala,Beira,,,,,53
Facility 3,2019-04-18,2019-04-18,Sofala,Dondo,,,,,3
Facility 27,2019-04-17,2019-04-18,Sofala,Nhamatanda,,,,,27
Facility 55,2019-04-17,2019-04-18,Sofala,Beira,,,,,55
Facility 18,2019-04-17,2019-04-18,Sofala,Beira,,,,,18
Facility 4,2019-04-10,2019-04-17,Sofala,Beira,,,,,4
Facility 4,2019-04-17,2019-04-17,Sofala,Beira,,,,,4
Facility 51,2019-04-16,2019-04-17,Sofala,Nhamatanda,,,,,51
Facility 42,2019-04-15,2019-04-17,Sofala,Dondo,,,,,42
Facility 32,2019-04-17,2019-04-17,Sofala,Nhamatanda,,,,,32
Facility 14,2019-04-17,2019-04-17,Sofala,Dondo,,,,,14
Facility 10,2019-04-17,2019-04-17,Sofala,Beira,,,,,10
Facility 35,2019-04-17,2019-04-17,Sofala,Nhamatanda,,,,,35
Facility 29,2019-04-16,2019-04-17,Sofala,Dondo,,,,,29
Facility 29,2019-04-15,2019-04-17,Sofala,Dondo,,,,,29
Facility 30,2019-04-17,2019-04-17,Sofala,Beira,,,,,30
Facility 21,2019-04-17,2019-04-17,Sofala,Beira,,,,,21
Facility 37,2019-04-17,2019-04-17,Sofala,Beira,,,,,37
Facility 13,2019-04-16,2019-04-17,Sofala,Beira,,,,,13
Facility 49,2019-04-16,2019-04-17,Sofala,Dondo,,,,,49
Facility 41,2019-04-16,2019-04-17,Sofala,Buzi,,,,,41
Facility 26,2019-04-17,2019-04-17,Sofala,Beira,,,,,26
Facility 58,2019-04-16,2019-04-17,Sofala,Nhamatanda,,,,,58
Facility 3,2019-04-17,2019-04-17,Sofala,Dondo,,,,,3
Facility 18,2019-04-16,2019-04-17,Sofala,Beira,,,,,18
Facility 48,2019-04-16,2019-04-17,Sofala,Dondo,,,,,48
Facility 23,2019-04-16,2019-04-17,Sofala,Dondo,,,,,23
Facility 55,2019-04-16,2019-04-17,Sofala,Beira,,,,,55
Facility 53,2019-04-16,2019-04-17,Sofala,Beira,,,,,53
Facility 50,2019-04-16,2019-04-17,Sofala,Nhamatanda,,,,,50
Facility 24,2019-04-17,2019-04-17,Sofala,Beira,,,,,24
Facility 27,2019-04-16,2019-04-17,Sofala,Nhamatanda,,,,,27
Facility 14,2019-04-16,2019-04-16,Sofala,Dondo,,,,,14
Facility 32,2019-04-16,2019-04-16,Sofala,Nhamatanda,,,,,32
Facility 32,2019-04-15,2019-04-16,Sofala,Nhamatanda,,,,,32
Facility 4,2019-04-16,2019-04-16,Sofala,Beira,,,,,4
Facility 31,2019-04-16,2019-04-16,Sofala,Dondo,,,,,31
Facility 58,2019-04-15,2019-04-16,Sofala,Nhamatanda,,,,,58
Facility 35,2019-04-16,2019-04-16,Sofala,Nhamatanda,,,,,35
Facility 19,2019-04-11,2019-04-16,Sofala,Beira,,,,,19
Facility 35,2019-04-15,2019-04-16,Sofala,Nhamatanda,,,,,35
Facility 8,2019-04-15,2019-04-16,Sofala,Beira,,,,,8
Facility 26,2019-04-16,2019-04-16,Sofala,Beira,,,,,26
Facility 5,2019-04-11,2019-04-16,Sofala,Beira,,,,,5
Facility 5,2019-04-09,2019-04-16,Sofala,Beira,,,,,5
Facility 5,2019-04-08,2019-04-16,Sofala,Beira,,,,,5
Facility 5,2019-04-10,2019-04-16,Sofala,Beira,,,,,5
Facility 5,2019-04-10,2019-04-16,Sofala,Beira,,,,,5
Facility 5,2019-04-13,2019-04-16,Sofala,Beira,,,,,5
Facility 5,2019-04-15,2019-04-16,Sofala,Beira,,,,,5
Facility 30,2019-04-16,2019-04-16,Sofala,Beira,,,,,30
Facility 49,2019-04-15,2019-04-16,Sofala,Dondo,,,,,49
Facility 21,2019-04-16,2019-04-16,Sofala,Beira,,,,,21
Facility 41,2019-04-15,2019-04-16,Sofala,Buzi,,,,,41
Facility 13,2019-04-15,2019-04-16,Sofala,Beira,,,,,13
Facility 13,2019-04-14,2019-04-16,Sofala,Beira,,,,,13
Facility 37,2019-04-16,2019-04-16,Sofala,Beira,,,,,37
Facility 24,2019-04-16,2019-04-16,Sofala,Beira,,,,,24
Facility 48,2019-04-15,2019-04-16,Sofala,Dondo,,,,,48
Facility 50,2019-04-15,2019-04-16,Sofala,Nhamatanda,,,,,50
Facility 3,2019-04-16,2019-04-16,Sofala,Dondo,,,,,3
Facility 55,2019-04-15,2019-04-16,Sofala,Beira,,,,,55
Facility 25,2019-04-15,2019-04-16,Sofala,Beira,,,,,25
Facility 23,2019-04-15,2019-04-16,Sofala,Dondo,,,,,23
Facility 27,2019-04-15,2019-04-16,Sofala,Nhamatanda,,,,,27
Facility 53,2019-04-15,2019-04-16,Sofala,Beira,,,,,53
Facility 18,2019-04-15,2019-04-16,Sofala,Beira,,,,,18
Facility 60,2019-04-14,2019-04-16,Sofala,Beira,,,,,60
Facility 60,2019-04-15,2019-04-16,Sofala,Beira,,,,,60
Facility 2,2019-04-15,2019-04-16,Sofala,Beira,,,,,2
Facility 3,2019-04-15,2019-04-15,Sofala,Dondo,,,,,3
Facility 19,2019-04-10,2019-04-15,Sofala,Beira,,,,,19
Facility 29,2019-04-14,2019-04-15,Sofala,Dondo,,,,,29
Facility 36,2019-04-14,2019-04-15,Sofala,Dondo,,,,,36
Facility 10,2019-04-15,2019-04-15,Sofala,Beira,,,,,10
Facility 4,2019-04-15,2019-04-15,Sofala,Beira,,,,,4
Facility 24,2019-04-10,2019-04-15,Sofala,Beira,,,,,24
Facility 24,2019-04-11,2019-04-15,Sofala,Beira,,,,,24
Facility 37,2019-04-15,2019-04-15,Sofala,Beira,,,,,37
Facility 41,2019-04-14,2019-04-15,Sofala,Buzi,,,,,41
Facility 25,2019-04-12,2019-04-15,Sofala,Beira,,,,,25
Facility 24,2019-04-07,2019-04-15,Sofala,Beira,,,,,24
Facility 35,2019-04-14,2019-04-15,Sofala,Nhamatanda,,,,,35
Facility 24,2019-04-06,2019-04-15,Sofala,Beira,,,,,24
Facility 30,2019-04-15,2019-04-15,Sofala,Beira,,,,,30
Facility 49,2019-04-14,2019-04-15,Sofala,Dondo,,,,,49
Facility 21,2019-04-15,2019-04-15,Sofala,Beira,,,,,21
Facility 58,2019-04-14,2019-04-15,Sofala,Nhamatanda,,,,,58
Facility 50,2019-04-14,2019-04-15,Sofala,Nhamatanda,,,,,50
Facility 58,2019-04-13,2019-04-15,Sofala,Nhamatanda,,,,,58
Facility 42,2019-04-13,2019-04-15,Sofala,Dondo,,,,,42
Facility 23,2019-04-14,2019-04-15,Sofala,Dondo,,,,,23
Facility 23,2019-04-13,2019-04-15,Sofala,Dondo,,,,,23
Facility 42,2019-04-12,2019-04-15,Sofala,Dondo,,,,,42
Facility 23,2019-04-12,2019-04-15,Sofala,Dondo,,,,,23
Facility 4,2019-04-13,2019-04-15,Sofala,Beira,,,,,4
Facility 55,2019-04-14,2019-04-15,Sofala,Beira,,,,,55
Facility 55,2019-04-13,2019-04-15,Sofala,Beira,,,,,55
Facility 55,2019-04-12,2019-04-15,Sofala,Beira,,,,,55
Facility 55,2019-04-11,2019-04-15,Sofala,Beira,,,,,55
Facility 24,2019-04-15,2019-04-15,Sofala,Beira,,,,,24
Facility 26,2019-04-15,2019-04-15,Sofala,Beira,,,,,26
Facility 27,2019-04-12,2019-04-15,Sofala,Nhamatanda,,,,,27
Facility 27,2019-04-11,2019-04-15,Sofala,Nhamatanda,,,,,27
Facility 27,2019-04-10,2019-04-15,Sofala,Nhamatanda,,,,,27
Facility 27,2019-04-09,2019-04-15,Sofala,Nhamatanda,,,,,27
Facility 32,2019-04-13,2019-04-14,Sofala,Nhamatanda,,,,,32
Facility 29,2019-04-13,2019-04-14,Sofala,Dondo,,,,,29
Facility 60,2019-04-13,2019-04-14,Sofala,Beira,,,,,60
Facility 35,2019-04-13,2019-04-14,Sofala,Nhamatanda,,,,,35
Facility 50,2019-04-13,2019-04-14,Sofala,Nhamatanda,,,,,50
Facility 26,2019-04-14,2019-04-14,Sofala,Beira,,,,,26
Facility 49,2019-04-13,2019-04-14,Sofala,Dondo,,,,,49
Facility 21,2019-04-14,2019-04-14,Sofala,Beira,,,,,21
Facility 37,2019-04-14,2019-04-14,Sofala,Beira,,,,,37
Facility 55,2019-04-10,2019-04-14,Sofala,Beira,,,,,55
Facility 55,2019-04-09,2019-04-14,Sofala,Beira,,,,,55
Facility 55,2019-04-08,2019-04-14,Sofala,Beira,,,,,55
Facility 55,2019-04-07,2019-04-14,Sofala,Beira,,,,,55
Facility 55,2019-04-06,2019-04-14,Sofala,Beira,,,,,55
Facility 55,2019-04-05,2019-04-14,Sofala,Beira,,,,,55
Facility 53,2019-04-13,2019-04-14,Sofala,Beira,,,,,53
Facility 13,2019-04-13,2019-04-14,Sofala,Beira,,,,,13
Facility 9,2019-04-13,2019-04-14,Sofala,Nhamatanda,,,,,9
Facility 2,2019-04-13,2019-04-14,Sofala,Beira,,,,,2
Facility 2,2019-04-12,2019-04-14,Sofala,Beira,,,,,2
Facility 24,2019-04-14,2019-04-14,Sofala,Beira,,,,,24
Facility 3,2019-04-14,2019-04-14,Sofala,Dondo,,,,,3
Facility 29,2019-04-12,2019-04-13,Sofala,Dondo,,,,,29
Facility 26,2019-04-13,2019-04-13,Sofala,Beira,,,,,26
Facility 48,2019-04-12,2019-04-13,Sofala,Dondo,,,,,48
Facility 5,2019-04-12,2019-04-13,Sofala,Beira,,,,,5
Facility 58,2019-04-12,2019-04-13,Sofala,Nhamatanda,,,,,58
Facility 38,2019-04-13,2019-04-13,Sofala,Beira,,,,,38
Facility 38,2019-04-12,2019-04-13,Sofala,Beira,,,,,38
Facility 21,2019-04-13,2019-04-13,Sofala,Beira,,,,,21
Facility 37,2019-04-13,2019-04-13,Sofala,Beira,,,,,37
Facility 35,2019-04-12,2019-04-13,Sofala,Nhamatanda,,,,,35
Facility 43,2019-04-12,2019-04-13,Sofala,Dondo,,,,,43
Facility 43,2019-04-11,2019-04-13,Sofala,Dondo,,,,,43
Facility 43,2019-04-10,2019-04-13,Sofala,Dondo,,,,,43
Facility 43,2019-04-09,2019-04-13,Sofala,Dondo,,,,,43
Facility 49,2019-04-12,2019-04-13,Sofala,Dondo,,,,,49
Facility 13,2019-04-12,2019-04-13,Sofala,Beira,,,,,13
Facility 13,2019-04-11,2019-04-13,Sofala,Beira,,,,,13
Facility 50,2019-04-12,2019-04-13,Sofala,Nhamatanda,,,,,50
Facility 24,2019-04-13,2019-04-13,Sofala,Beira,,,,,24
Facility 53,2019-04-12,2019-04-13,Sofala,Beira,,,,,53
Facility 3,2019-04-13,2019-04-13,Sofala,Dondo,,,,,3
Facility 24,2019-04-12,2019-04-13,Sofala,Beira,,,,,24
Facility 26,2019-04-12,2019-04-12,Sofala,Beira,,,,,26
Facility 32,2019-04-12,2019-04-12,Sofala,Nhamatanda,,,,,32
Facility 18,2019-04-12,2019-04-12,Sofala,Beira,,,,,18
Facility 48,2019-04-11,2019-04-12,Sofala,Dondo,,,,,48
Facility 10,2019-04-12,2019-04-12,Sofala,Beira,,,,,10
Facility 4,2019-04-12,2019-04-12,Sofala,Beira,,,,,4
Facility 19,2019-04-09,2019-04-12,Sofala,Beira,,,,,19
Facility 38,2019-04-11,2019-04-12,Sofala,Beira,,,,,38
Facility 35,2019-04-11,2019-04-12,Sofala,Nhamatanda,,,,,35
Facility 29,2019-04-11,2019-04-12,Sofala,Dondo,,,,,29
Facility 8,2019-04-11,2019-04-12,Sofala,Beira,,,,,8
Facility 60,2019-04-11,2019-04-12,Sofala,Beira,,,,,60
Facility 60,2019-04-10,2019-04-12,Sofala,Beira,,,,,60
Facility 31,2019-04-12,2019-04-12,Sofala,Dondo,,,,,31
Facility 58,2019-04-11,2019-04-12,Sofala,Nhamatanda,,,,,58
Facility 21,2019-04-12,2019-04-12,Sofala,Beira,,,,,21
Facility 55,2019-04-29,2019-04-30,Sofala,Beira,,,,,55
Facility 55,2019-04-28,2019-04-30,Sofala,Beira,,,,,55
Facility 55,2019-04-27,2019-04-30,Sofala,Beira,,,,,55
Facility 55,2019-04-26,2019-04-30,Sofala,Beira,,,,,55
Facility 55,2019-04-25,2019-04-30,Sofala,Beira,,,,,55
Facility 5,2019-04-22,2019-04-30,Sofala,Beira,13,21,21,55,5
Facility 5,2019-04-21,2019-04-30,Sofala,Beira,0,0,0,0,5
Facility 21,2019-04-30,2019-04-30,Sofala,Beira,36,14,6,56,21
Facility 24,2019-04-29,2019-04-30,Sofala,Beira,10,17,41,68,24
Facility 1,2019-04-29,2019-04-30,Sofala,Nhamatanda,,,,,1
Facility 26,2019-04-29,2019-04-30,Sofala,Beira,3,2,14,19,26
Facility 26,2019-04-28,2019-04-30,Sofala,Beira,0,0,0,0,26
Facility 26,2019-04-27,2019-04-30,Sofala,Beira,0,0,0,0,26
Facility 26,2019-04-26,2019-04-30,Sofala,Beira,1,2,6,9,26
Facility 26,2019-04-25,2019-04-30,Sofala,Beira,,,,,26
Facility 25,2019-04-29,2019-04-30,Sofala,Beira,,,,,25
Facility 37,2019-04-30,2019-04-30,Sofala,Beira,,,,,37
Facility 25,2019-04-26,2019-04-30,Sofala,Beira,,,,,25
Facility 26,2019-04-24,2019-04-30,Sofala,Beira,,,,,26
Facility 26,2019-04-23,2019-04-30,Sofala,Beira,,,,,26
Facility 26,2019-04-22,2019-04-30,Sofala,Beira,,,,,26
Facility 33,2019-04-29,2019-04-30,Sofala,Buzi,1,5,11,17,33
Facility 26,2019-04-19,2019-04-30,Sofala,Beira,,,,,26
Facility 26,2019-04-18,2019-04-30,Sofala,Beira,,,,,26
Facility 3,2019-04-30,2019-04-30,Sofala,Dondo,,,,,3
Facility 7,2019-04-30,2019-04-30,Sofala,Nhamatanda,,,,,7
Facility 27,2019-04-29,2019-04-30,Sofala,Nhamatanda,,,,,27
Facility 27,2019-04-29,2019-04-30,Sofala,Nhamatanda,,,,,27
Facility 27,2019-04-29,2019-04-30,Sofala,Nhamatanda,,,,,27
Facility 37,2019-04-29,2019-04-30,Sofala,Beira,,,,,37
Facility 23,2019-04-29,2019-04-30,Sofala,Dondo,,,,,23
Facility 13,2019-04-28,2019-04-30,Sofala,Beira,,,,,13
Facility 51,2019-04-29,2019-04-30,Sofala,Nhamatanda,,,,,51
Facility 13,2019-04-27,2019-04-30,Sofala,Beira,,,,,13
Facility 18,2019-04-29,2019-04-30,Sofala,Beira,8,7,6,21,18
Facility 32,2019-04-29,2019-04-30,Sofala,Nhamatanda,,,,,32
Facility 2,2019-04-29,2019-04-30,Sofala,Beira,,,,,2
Facility 15,2019-04-28,2019-04-29,Sofala,Buzi,,,,,15
Facility 36,2019-04-29,2019-04-29,Sofala,Dondo,,,,,36
Facility 29,2019-04-28,2019-04-29,Sofala,Dondo,,,,,29
Facility 58,2019-04-28,2019-04-29,Sofala,Nhamatanda,,,,,58
Facility 4,2019-04-29,2019-04-29,Sofala,Beira,10,22,21,53,4
Facility 10,2019-04-29,2019-04-29,Sofala,Beira,,,,,10
Facility 8,2019-04-26,2019-04-29,Sofala,Beira,2,1,19,22,8
Facility 33,2019-04-26,2019-04-29,Sofala,Buzi,3,4,5,12,33
Facility 35,2019-04-29,2019-04-29,Sofala,Nhamatanda,,,,,35
Facility 21,2019-04-29,2019-04-29,Sofala,Beira,,,,,21
Facility 51,2019-04-27,2019-04-29,Sofala,Nhamatanda,,,,,51
Facility 65,2019-04-22,2019-04-29,Sofala,Nhamatanda,,,,,65
Facility 65,2019-04-23,2019-04-29,Sofala,Nhamatanda,,,,,65
Facility 65,2019-04-26,2019-04-29,Sofala,Nhamatanda,,,,,65
Facility 65,2019-04-25,2019-04-29,Sofala,Nhamatanda,,,,,65
Facility 65,2019-04-24,2019-04-29,Sofala,Nhamatanda,,,,,65
Facility 27,2019-04-26,2019-04-29,Sofala,Nhamatanda,,,,,27
Facility 23,2019-04-26,2019-04-29,Sofala,Dondo,,,,,23
Facility 3,2019-04-29,2019-04-29,Sofala,Dondo,,,,,3
Facility 50,2019-04-28,2019-04-29,Sofala,Nhamatanda,,,,,50
Facility 1,2019-04-28,2019-04-29,Sofala,Nhamatanda,,,,,1
Facility 1,2019-04-26,2019-04-29,Sofala,Nhamatanda,,,,,1
Facility 1,2019-04-25,2019-04-29,Sofala,Nhamatanda,,,,,1
Facility 1,2019-04-27,2019-04-29,Sofala,Nhamatanda,,,,,1
Facility 58,2019-04-27,2019-04-28,Sofala,Nhamatanda,,,,,58
Facility 29,2019-04-27,2019-04-28,Sofala,Dondo,,,,,29
Facility 36,2019-04-28,2019-04-28,Sofala,Dondo,,,,,36
Facility 28,2019-04-26,2019-04-28,Sofala,Nhamatanda,23,12,29,64,28
Facility 28,2019-04-27,2019-04-28,Sofala,Nhamatanda,18,10,10,38,28
Facility 28,2019-04-27,2019-04-28,Sofala,Nhamatanda,18,10,10,38,28
Facility 37,2019-04-28,2019-04-28,Sofala,Beira,,,,,37
Facility 9,2019-04-27,2019-04-28,Sofala,Nhamatanda,,,,,9
Facility 21,2019-04-28,2019-04-28,Sofala,Beira,,,,,21
Facility 50,2019-04-27,2019-04-28,Sofala,Nhamatanda,,,,,50
Facility 35,2019-04-28,2019-04-28,Sofala,Nhamatanda,,,,,35
Facility 2,2019-04-27,2019-04-28,Sofala,Beira,,,,,2
Facility 32,2019-04-27,2019-04-28,Sofala,Nhamatanda,,,,,32
Facility 15,2019-04-27,2019-04-28,Sofala,Buzi,,,,,15
Facility 3,2019-04-28,2019-04-28,Sofala,Dondo,,,,,3
Facility 3,2019-04-28,2019-04-28,Sofala,Dondo,,,,,3
Facility 25,2019-04-25,2019-04-28,Sofala,Beira,,,,,25
Facility 29,2019-04-26,2019-04-27,Sofala,Dondo,,,,,29
Facility 37,2019-04-27,2019-04-27,Sofala,Beira,,,,,37
Facility 36,2019-04-27,2019-04-27,Sofala,Dondo,,,,,36
Facility 58,2019-04-26,2019-04-27,Sofala,Nhamatanda,,,,,58
Facility 9,2019-04-26,2019-04-27,Sofala,Nhamatanda,,,,,9
Facility 48,2019-04-25,2019-04-27,Sofala,Dondo,,,,,48
Facility 9,2019-04-25,2019-04-27,Sofala,Nhamatanda,,,,,9
Facility 35,2019-04-27,2019-04-27,Sofala,Nhamatanda,,,,,35
Facility 21,2019-04-27,2019-04-27,Sofala,Beira,,,,,21
Facility 60,2019-04-25,2019-04-27,Sofala,Beira,,,,,60
Facility 13,2019-04-26,2019-04-27,Sofala,Beira,,,,,13
Facility 50,2019-04-26,2019-04-27,Sofala,Nhamatanda,,,,,50
Facility 15,2019-04-26,2019-04-27,Sofala,Buzi,,,,,15
Facility 18,2019-04-26,2019-04-27,Sofala,Beira,,,,,18
Facility 51,2019-04-26,2019-04-27,Sofala,Nhamatanda,,,,,51
Facility 3,2019-04-27,2019-04-27,Sofala,Dondo,,,,,3
Facility 2,2019-04-26,2019-04-27,Sofala,Beira,,,,,2
Facility 2,2019-04-25,2019-04-27,Sofala,Beira,,,,,2
Facility 2,2019-04-24,2019-04-27,Sofala,Beira,,,,,2
Facility 2,2019-04-23,2019-04-27,Sofala,Beira,,,,,2
Facility 36,2019-04-26,2019-04-26,Sofala,Dondo,,,,,36
Facility 4,2019-04-26,2019-04-26,Sofala,Beira,,,,,4
Facility 37,2019-04-26,2019-04-26,Sofala,Beira,,,,,37
Facility 14,2019-04-26,2019-04-26,Sofala,Dondo,,,,,14
Facility 10,2019-04-26,2019-04-26,Sofala,Beira,,,,,10
Facility 19,2019-04-25,2019-04-26,Sofala,Beira,,,,,19
Facility 35,2019-04-26,2019-04-26,Sofala,Nhamatanda,,,,,35
Facility 21,2019-04-26,2019-04-26,Sofala,Beira,,,,,21
Facility 51,2019-04-25,2019-04-26,Sofala,Nhamatanda,,,,,51
Facility 8,2019-04-24,2019-04-26,Sofala,Beira,,,,,8
Facility 13,2019-04-25,2019-04-26,Sofala,Beira,,,,,13
Facility 58,2019-04-25,2019-04-26,Sofala,Nhamatanda,,,,,58
Facility 32,2019-04-25,2019-04-26,Sofala,Nhamatanda,,,,,32
Facility 28,2019-04-25,2019-04-26,Sofala,Nhamatanda,16,14,35,65,28
Facility 18,2019-04-25,2019-04-26,Sofala,Beira,,,,,18
Facility 49,2019-04-25,2019-04-26,Sofala,Dondo,,,,,49
Facility 50,2019-04-25,2019-04-26,Sofala,Nhamatanda,,,,,50
Facility 3,2019-04-26,2019-04-26,Sofala,Dondo,,,,,3
Facility 23,2019-04-25,2019-04-26,Sofala,Dondo,,,,,23
Facility 27,2019-04-25,2019-04-26,Sofala,Nhamatanda,,,,,27
Facility 27,2019-04-24,2019-04-26,Sofala,Nhamatanda,,,,,27
Facility 27,2019-04-23,2019-04-26,Sofala,Nhamatanda,,,,,27
Facility 36,2019-04-25,2019-04-25,Sofala,Dondo,,,,,36
Facility 29,2019-04-24,2019-04-25,Sofala,Dondo,,,,,29
Facility 4,2019-04-25,2019-04-25,Sofala,Beira,,,,,4
Facility 37,2019-04-12,2019-04-12,Sofala,Beira,,,,,37
Facility 3,2019-04-12,2019-04-12,Sofala,Dondo,,,,,3
Facility 23,2019-04-11,2019-04-12,Sofala,Dondo,,,,,23
Facility 50,2019-04-11,2019-04-12,Sofala,Nhamatanda,,,,,50
Facility 53,2019-04-11,2019-04-12,Sofala,Beira,,,,,53
Facility 49,2019-04-11,2019-04-12,Sofala,Dondo,,,,,49
Facility 18,2019-04-11,2019-04-12,Sofala,Beira,,,,,18
Facility 2,2019-04-10,2019-04-12,Sofala,Beira,,,,,2
Facility 2,2019-04-11,2019-04-12,Sofala,Beira,,,,,2
Facility 34,2019-04-11,2019-04-11,Sofala,Dondo,,,,,34
Facility 32,2019-04-11,2019-04-11,Sofala,Nhamatanda,,,,,32
Facility 46,2019-04-10,2019-04-11,Sofala,Dondo,,,,,46
Facility 4,2019-04-11,2019-04-11,Sofala,Beira,,,,,4
Facility 10,2019-04-11,2019-04-11,Sofala,Beira,,,,,10
Facility 29,2019-04-10,2019-04-11,Sofala,Dondo,,,,,29
Facility 37,2019-04-11,2019-04-11,Sofala,Beira,,,,,37
Facility 36,2019-04-10,2019-04-11,Sofala,Dondo,,,,,36
Facility 36,2019-04-09,2019-04-11,Sofala,Dondo,,,,,36
Facility 9,2019-04-11,2019-04-11,Sofala,Nhamatanda,,,,,9
Facility 9,2019-04-11,2019-04-11,Sofala,Nhamatanda,,,,,9
Facility 21,2019-04-11,2019-04-11,Sofala,Beira,,,,,21
Facility 23,2019-04-10,2019-04-11,Sofala,Dondo,,,,,23
Facility 8,2019-04-09,2019-04-11,Sofala,Beira,,,,,8
Facility 8,2019-04-10,2019-04-11,Sofala,Beira,,,,,8
Facility 38,2019-04-10,2019-04-11,Sofala,Beira,,,,,38
Facility 3,2019-04-11,2019-04-11,Sofala,Dondo,,,,,3
Facility 25,2019-04-10,2019-04-11,Sofala,Beira,,,,,25
Facility 42,2019-04-10,2019-04-11,Sofala,Dondo,,,,,42
Facility 58,2019-04-10,2019-04-11,Sofala,Nhamatanda,,,,,58
Facility 31,2019-04-11,2019-04-11,Sofala,Dondo,,,,,31
Facility 26,2019-04-11,2019-04-11,Sofala,Beira,,,,,26
Facility 53,2019-04-10,2019-04-11,Sofala,Beira,,,,,53
Facility 18,2019-04-10,2019-04-11,Sofala,Beira,,,,,18
Facility 29,2019-04-06,2019-04-10,Sofala,Dondo,,,,,29
Facility 32,2019-04-09,2019-04-10,Sofala,Nhamatanda,,,,,32
Facility 29,2019-04-05,2019-04-10,Sofala,Dondo,,,,,29
Facility 32,2019-04-10,2019-04-10,Sofala,Nhamatanda,,,,,32
Facility 29,2019-04-04,2019-04-10,Sofala,Dondo,,,,,29
